Getting Better	Getting Worse	Undecided	Staying the Same	poll_slug	survey_house	start_date	end_date	question_text	sample_subpopulation	observations	margin_of_error	mode	partisanship	partisan_affiliation
28.0	64.0	3.0	5.0	gallup-5044	Gallup	2009-04-07	2009-04-09	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
23.0	52.0	6.0	19.0	rasmussen-5043	Rasmussen	2009-04-07	2009-04-09	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
29.0	63.0	3.0	4.0	gallup-5042	Gallup	2009-04-06	2009-04-08	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
22.0	53.0	5.0	20.0	rasmussen-5041	Rasmussen	2009-04-06	2009-04-08	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
31.0	63.0	3.0	3.0	gallup-5040	Gallup	2009-04-05	2009-04-07	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
22.0	52.0	6.0	20.0	rasmussen-5037	Rasmussen	2009-04-05	2009-04-07	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
33.0	61.0	3.0	3.0	gallup-5036	Gallup	2009-04-04	2009-04-06	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
23.0	52.0	6.0	20.0	rasmussen-5033	Rasmussen	2009-04-04	2009-04-06	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
33.0	62.0	3.0	3.0	gallup-5032	Gallup	2009-04-03	2009-04-05	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
23.0	54.0	6.0	17.0	rasmussen-5029	Rasmussen	2009-04-03	2009-04-05	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
20.0	34.0	3.0	43.0	cbs-times-5031	CBS/Times	2009-04-01	2009-04-05	Do you think the economy is getting better, getting worse, or staying about the same?	Adults	998	3.0	Live Phone	Nonpartisan	None
33.0	61.0	3.0	3.0	gallup-5028	Gallup	2009-04-02	2009-04-04	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
22.0	54.0	7.0	18.0	rasmussen-5025	Rasmussen	2009-04-02	2009-04-04	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
18.0	35.0		47.0	marist-college-5039	Marist College	2009-04-01	2009-04-03		Adults	1118	3.0	Live Phone	Nonpartisan	None
32.0	62.0	3.0	3.0	gallup-5024	Gallup	2009-04-01	2009-04-03	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
20.0	53.0	7.0	19.0	rasmussen-5023	Rasmussen	2009-04-01	2009-04-03	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
31.0	62.0	3.0	4.0	gallup-5021	Gallup	2009-03-31	2009-04-02	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
21.0	52.0	6.0	20.0	rasmussen-5020	Rasmussen	2009-03-31	2009-04-02	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
31.0	63.0	2.0	4.0	gallup-5019	Gallup	2009-03-30	2009-04-01	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
23.0	52.0	6.0	19.0	rasmussen-5017	Rasmussen	2009-03-30	2009-04-01	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
30.0	62.0	3.0	5.0	gallup-5013	Gallup	2009-03-29	2009-03-31	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
24.0	51.0	6.0	18.0	rasmussen-5011	Rasmussen	2009-03-29	2009-03-31	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
30.0	64.0	2.0	4.0	gallup-5009	Gallup	2009-03-28	2009-03-30	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
25.0	48.0	8.0	19.0	rasmussen-5001	Rasmussen	2009-03-28	2009-03-30	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
19.0	32.0	2.0	47.0	quinnipiac-5012	Quinnipiac	2009-03-24	2009-03-30		Registered Voters	2326	2.0	Live Phone	Nonpartisan	None
29.0	63.0	3.0	4.0	gallup-4997	Gallup	2009-03-27	2009-03-29	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
25.0	51.0	6.0	18.0	rasmussen-4995	Rasmussen	2009-03-27	2009-03-29	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
27.0	36.0	1.0	36.0	abc-post-5002	ABC/Post	2009-03-26	2009-03-29		Adults	1000	3.0	Live Phone	Nonpartisan	None
29.0	64.0	3.0	4.0	gallup-4993	Gallup	2009-03-26	2009-03-28	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
25.0	51.0	7.0	18.0	rasmussen-4992	Rasmussen	2009-03-26	2009-03-28	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
29.0	64.0	3.0	4.0	gallup-4991	Gallup	2009-03-25	2009-03-27	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
23.0	53.0	6.0	17.0	rasmussen-4988	Rasmussen	2009-03-25	2009-03-27	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
30.0	64.0	3.0	4.0	gallup-4982	Gallup	2009-03-24	2009-03-26	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
23.0	51.0	7.0	18.0	rasmussen-4977	Rasmussen	2009-03-24	2009-03-26	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
29.0	66.0	2.0	3.0	gallup-4978	Gallup	2009-03-23	2009-03-25	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
21.0	53.0	8.0	18.0	rasmussen-4976	Rasmussen	2009-03-23	2009-03-25	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
27.0	68.0	2.0	4.0	gallup-4975	Gallup	2009-03-22	2009-03-24	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
19.0	54.0	9.0	18.0	rasmussen-4974	Rasmussen	2009-03-22	2009-03-24	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
25.0	70.0	2.0	4.0	gallup-4970	Gallup	2009-03-21	2009-03-23	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
17.0	57.0	9.0	17.0	rasmussen-4969	Rasmussen	2009-03-21	2009-03-23	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
25.0	68.0	3.0	4.0	gallup-4965	Gallup	2009-03-20	2009-03-22	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
17.0	59.0	8.0	17.0	rasmussen-4962	Rasmussen	2009-03-20	2009-03-22	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
25.0	68.0	3.0	4.0	gallup-4961	Gallup	2009-03-19	2009-03-21	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
18.0	59.0	6.0	17.0	rasmussen-4960	Rasmussen	2009-03-19	2009-03-21	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
26.0	67.0	3.0	4.0	gallup-4959	Gallup	2009-03-18	2009-03-20	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
19.0	57.0	6.0	18.0	rasmussen-4958	Rasmussen	2009-03-18	2009-03-20	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
27.0	67.0	2.0	4.0	gallup-4956	Gallup	2009-03-17	2009-03-19	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
20.0	55.0	6.0	19.0	rasmussen-4954	Rasmussen	2009-03-17	2009-03-19	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
20.0	37.0	3.0	40.0	arg-4955	ARG	2009-03-16	2009-03-19	Do you think the national economy is getting better, staying the same, or getting worse?	Adults	1100	2.6	Live Phone	Nonpartisan	None
26.0	68.0	2.0	4.0	gallup-4952	Gallup	2009-03-16	2009-03-18	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
18.0	54.0	7.0	21.0	rasmussen-4950	Rasmussen	2009-03-16	2009-03-18	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
26.0	68.0	2.0	4.0	gallup-4946	Gallup	2009-03-15	2009-03-17	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
17.0	56.0	7.0	21.0	rasmussen-4935	Rasmussen	2009-03-15	2009-03-17	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
25.0	69.0	2.0	4.0	gallup-4930	Gallup	2009-03-14	2009-03-16	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
18.0	55.0	7.0	20.0	rasmussen-4927	Rasmussen	2009-03-14	2009-03-16	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
19.0	41.0	3.0	37.0	cbs-news-4931	CBS News	2009-03-12	2009-03-16	Do you think the economy is getting better, getting worse, or staying about the same?	Adults	1142	3.0	Live Phone	Nonpartisan	None
26.0	67.0	3.0	4.0	gallup-4925	Gallup	2009-03-13	2009-03-15	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
19.0	56.0	7.0	18.0	rasmussen-4922	Rasmussen	2009-03-13	2009-03-15	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
14.0	48.0	2.0	36.0	abc-news-4943	ABC News	2009-03-04	2009-03-15		Adults	500	4.5	Live Phone	Nonpartisan	None
23.0	71.0	3.0	4.0	gallup-4921	Gallup	2009-03-12	2009-03-14	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
17.0	59.0	8.0	16.0	rasmussen-4920	Rasmussen	2009-03-12	2009-03-14	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
17.0	59.0	8.0	16.0	rasmussen-4919	Rasmussen	2009-03-11	2009-03-13	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
22.0	71.0	3.0	4.0	gallup-4918	Gallup	2009-03-11	2009-03-13	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
20.0	74.0	2.0	3.0	gallup-4916	Gallup	2009-03-10	2009-03-12	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
14.0	63.0	8.0	14.0	rasmussen-4914	Rasmussen	2009-03-10	2009-03-12	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
19.0	75.0	3.0	4.0	gallup-4912	Gallup	2009-03-09	2009-03-11	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
11.0	67.0	7.0	15.0	rasmussen-4905	Rasmussen	2009-03-09	2009-03-11	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
9.0	64.0		27.0	yougov-economist-5089	YouGov/Economist	2009-03-09	2009-03-10		Adults	1000		Internet	Nonpartisan	None
16.0	77.0	3.0	3.0	gallup-4903	Gallup	2009-03-08	2009-03-10	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
11.0	70.0	6.0	13.0	rasmussen-4892	Rasmussen	2009-03-08	2009-03-10	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
15.0	78.0	4.0	4.0	gallup-4876	Gallup	2009-03-07	2009-03-09	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
11.0	71.0	6.0	12.0	rasmussen-4872	Rasmussen	2009-03-07	2009-03-09	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
15.0	78.0	4.0	3.0	gallup-4871	Gallup	2009-03-06	2009-03-08	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
12.0	72.0	5.0	11.0	rasmussen-4870	Rasmussen	2009-03-06	2009-03-08	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
17.0	75.0	4.0	4.0	gallup-4869	Gallup	2009-03-05	2009-03-07	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
12.0	69.0	7.0	12.0	rasmussen-4868	Rasmussen	2009-03-05	2009-03-07	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
18.0	74.0	3.0	5.0	gallup-4867	Gallup	2009-03-04	2009-03-06	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
12.0	68.0	6.0	13.0	rasmussen-4866	Rasmussen	2009-03-04	2009-03-06	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
19.0	74.0	2.0	4.0	gallup-4863	Gallup	2009-03-03	2009-03-05	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
12.0	68.0	7.0	13.0	rasmussen-4861	Rasmussen	2009-03-03	2009-03-05	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
17.0	77.0	3.0	4.0	gallup-4859	Gallup	2009-03-02	2009-03-04	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
13.0	67.0	7.0	14.0	rasmussen-4849	Rasmussen	2009-03-02	2009-03-04	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
13.0	67.0	7.0	14.0	rasmussen-4846	Rasmussen	2009-03-01	2009-03-03	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
16.0	78.0	3.0	3.0	gallup-4845	Gallup	2009-03-01	2009-03-03	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
16.0	79.0	2.0	3.0	gallup-4838	Gallup	2009-02-28	2009-03-02	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
12.0	65.0	8.0	15.0	rasmussen-4837	Rasmussen	2009-02-28	2009-03-02	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
17.0	78.0	2.0	3.0	gallup-4836	Gallup	2009-02-27	2009-03-01	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
10.0	67.0	7.0	16.0	rasmussen-4835	Rasmussen	2009-02-27	2009-03-01	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
18.0	76.0	2.0	4.0	gallup-4834	Gallup	2009-02-26	2009-02-28	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
11.0	66.0	6.0	16.0	rasmussen-4833	Rasmussen	2009-02-26	2009-02-28	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
18.0	76.0	2.0	4.0	gallup-4832	Gallup	2009-02-25	2009-02-27	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
11.0	67.0	5.0	17.0	rasmussen-4831	Rasmussen	2009-02-25	2009-02-27	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
19.0	74.0	4.0	3.0	gallup-4829	Gallup	2009-02-24	2009-02-26	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
12.0	66.0	6.0	16.0	rasmussen-4828	Rasmussen	2009-02-24	2009-02-26	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
19.0	76.0	3.0	3.0	gallup-4827	Gallup	2009-02-23	2009-02-25	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
10.0	68.0	7.0	16.0	rasmussen-4826	Rasmussen	2009-02-23	2009-02-25	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
18.0	76.0	4.0	3.0	gallup-4825	Gallup	2009-02-22	2009-02-24	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
9.0	68.0	7.0	16.0	rasmussen-4824	Rasmussen	2009-02-22	2009-02-24	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
16.0	79.0	2.0	3.0	gallup-4821	Gallup	2009-02-21	2009-02-23	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
8.0	69.0	7.0	16.0	rasmussen-4816	Rasmussen	2009-02-21	2009-02-23	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
15.0	79.0	3.0	3.0	gallup-4813	Gallup	2009-02-20	2009-02-22	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
8.0	70.0	7.0	15.0	rasmussen-4812	Rasmussen	2009-02-20	2009-02-22	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
8.0	51.0	1.0	40.0	cbs-times-4815	CBS/Times	2009-02-18	2009-02-22	Do you think the economy is getting better, getting worse, or staying about the same?	Adults	1112	3.0	Live Phone	Nonpartisan	None
16.0	78.0	3.0	3.0	gallup-4811	Gallup	2009-02-19	2009-02-21	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
9.0	68.0	9.0	14.0	rasmussen-4810	Rasmussen	2009-02-19	2009-02-21	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
16.0	77.0	4.0	3.0	gallup-4809	Gallup	2009-02-18	2009-02-20	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
10.0	68.0	8.0	14.0	rasmussen-4808	Rasmussen	2009-02-18	2009-02-20	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
17.0	77.0	4.0	3.0	gallup-4805	Gallup	2009-02-17	2009-02-19	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
11.0	67.0	8.0	14.0	rasmussen-4800	Rasmussen	2009-02-17	2009-02-19	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
14.0	79.0	4.0	3.0	gallup-4798	Gallup	2009-02-16	2009-02-18	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
9.0	69.0	7.0	15.0	rasmussen-4795	Rasmussen	2009-02-16	2009-02-18	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
4.0	63.0	5.0	28.0	arg-4807	ARG	2009-02-15	2009-02-18	Do you think the national economy is getting better, staying the same, or getting worse?	Adults	1100	2.6	Live Phone	Nonpartisan	None
15.0	79.0	3.0	3.0	gallup-4790	Gallup	2009-02-15	2009-02-17	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
10.0	68.0	7.0	15.0	rasmussen-4786	Rasmussen	2009-02-15	2009-02-17	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
15.0	79.0	3.0	3.0	gallup-4779	Gallup	2009-02-14	2009-02-16	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
9.0	70.0	5.0	16.0	rasmussen-4776	Rasmussen	2009-02-14	2009-02-16	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
9.0	70.0	9.0	15.0	rasmussen-4772	Rasmussen	2009-02-13	2009-02-15	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
16.0	78.0	3.0	3.0	gallup-4774	Gallup	2009-02-12	2009-02-15	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
8.0	58.0	3.0	31.0	abc-news-4942	ABC News	2009-02-04	2009-02-15		Adults	500	4.5	Live Phone	Nonpartisan	None
10.0	70.0	5.0	16.0	rasmussen-4770	Rasmussen	2009-02-12	2009-02-14	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
16.0	78.0	3.0	2.0	gallup-4771	Gallup	2009-02-11	2009-02-14	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
10.0	69.0	6.0	16.0	rasmussen-4768	Rasmussen	2009-02-11	2009-02-13	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
16.0	79.0	3.0	2.0	gallup-4755	Gallup	2009-02-10	2009-02-12	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
9.0	70.0	6.0	15.0	rasmussen-4753	Rasmussen	2009-02-10	2009-02-12	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
15.0	80.0	2.0	3.0	gallup-4748	Gallup	2009-02-09	2009-02-11	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
8.0	71.0	7.0	14.0	rasmussen-4743	Rasmussen	2009-02-09	2009-02-11	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
17.0	79.0	2.0	3.0	gallup-4741	Gallup	2009-02-08	2009-02-10	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
8.0	71.0	7.0	14.0	rasmussen-4739	Rasmussen	2009-02-08	2009-02-10	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
16.0	79.0	2.0	3.0	gallup-4738	Gallup	2009-02-07	2009-02-09	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
8.0	71.0	7.0	14.0	rasmussen-4736	Rasmussen	2009-02-07	2009-02-09	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
15.0	80.0	2.0	3.0	gallup-4733	Gallup	2009-02-06	2009-02-08	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
8.0	71.0	7.0	15.0	rasmussen-4730	Rasmussen	2009-02-06	2009-02-08	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
14.0	81.0	2.0	3.0	gallup-4729	Gallup	2009-02-05	2009-02-07	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
9.0	72.0	6.0	13.0	rasmussen-4728	Rasmussen	2009-02-05	2009-02-07	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
15.0	80.0	3.0	3.0	gallup-4727	Gallup	2009-02-04	2009-02-06	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
10.0	70.0	6.0	14.0	rasmussen-4726	Rasmussen	2009-02-04	2009-02-06	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
14.0	81.0	3.0	3.0	gallup-4724	Gallup	2009-02-03	2009-02-05	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
10.0	70.0	5.0	14.0	rasmussen-4720	Rasmussen	2009-02-03	2009-02-05	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
5.0	51.0	2.0	42.0	cbs-news-4721	CBS News	2009-02-02	2009-02-04	Do you think the economy is getting better, getting worse, or staying about the same?	Adults	864	3.0	Live Phone	Nonpartisan	None
14.0	80.0	2.0	4.0	gallup-4717	Gallup	2009-02-02	2009-02-04	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
10.0	69.0	6.0	16.0	rasmussen-4710	Rasmussen	2009-02-02	2009-02-04	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
14.0	81.0	2.0	4.0	gallup-4685	Gallup	2009-02-01	2009-02-03	Right now, do you think that economic conditions in the country as a whole are getting better or getting worse?	Adults	1500	3.0	Live Phone	Nonpartisan	None
9.0	70.0	5.0	16.0	rasmussen-4621	Rasmussen	2009-02-01	2009-02-03	Are economic conditions in the country getting better or worse these days?	Likely Voters	1500	3.0	Automated Phone	Nonpartisan	None
